Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date,Custom field (Patch Info)
Bug,HBASE-22879,13251502,user_permission command failed to show global permission,meiyi,meiyi,Major,Resolved,Fixed,19/Aug/19 03:52,13/Apr/20 02:50,,
Bug,KAFKA-8813,13251487,Race condition when creating topics and changing their configuration,vikasconfluent,gwenshap,Major,Resolved,Fixed,19/Aug/19 01:16,15/Oct/19 18:30,,
Bug,FLINK-13763,13251470,Master build is broken because of wrong Maven version,,trohrmann,Blocker,Closed,Fixed,18/Aug/19 18:40,18/Aug/19 18:51,,
Bug,IGNITE-12083,13251463,[Release] Change release scripts according pre-build DEB/RPM folders,dpavlov,dpavlov,Major,Resolved,Fixed,18/Aug/19 17:54,21/Aug/19 09:03,,
Bug,IGNITE-12082,13251458,[Release] Update versions for pre-build DEB/RPM and describe how to set these versions,dpavlov,dpavlov,Major,Resolved,Fixed,18/Aug/19 16:59,21/Aug/19 14:06,,
Bug,ZEPPELIN-4305,13251455,LocalStorageConfig.atomicWriteToFile incorrectly works with several mount points,alexott,alexott,Critical,Closed,Fixed,18/Aug/19 16:41,24/Dec/20 03:18,,
Bug,FLINK-13761,13251448,`SplitStream` should be deprecated because `SplitJavaStream` is deprecated,izhangzhihao,izhangzhihao,Major,Resolved,Fixed,18/Aug/19 14:54,22/Aug/19 16:22,,
Bug,HBASE-22875,13251440,TestShell and TestAdminShell2 are broken,zhangduo,zhangduo,Major,Resolved,Fixed,18/Aug/19 13:31,20/Aug/19 08:06,,
Bug,FLINK-13760,13251436,Fix hardcode Scala version dependency in hive connector,jark,jark,Blocker,Resolved,Fixed,18/Aug/19 12:49,18/Aug/19 14:15,,
Bug,FLINK-13759,13251434,All builds for master branch are failed during compile stage,jark,jark,Blocker,Resolved,Fixed,18/Aug/19 11:59,18/Aug/19 14:14,,
Bug,HBASE-22873,13251386,Typo in block caching docs,lins05,lins05,Minor,Resolved,Fixed,17/Aug/19 11:01,20/Sep/19 04:03,,
Bug,SPARK-28766,13251385,Fix CRAN incoming feasibility warning on invalid URL,dongjoon,dongjoon,Major,Resolved,Fixed,17/Aug/19 10:35,18/Aug/19 05:36,,
Bug,FLINK-13758,13251380,Failed to submit JobGraph when registered hdfs file in DistributedCache ,fly_in_gis,luoguohao,Critical,Resolved,Fixed,17/Aug/19 08:55,24/Jan/20 01:11,,
Bug,HBASE-22870,13251368,reflection fails to access a private nested class,satanson,satanson,Major,Resolved,Fixed,17/Aug/19 03:00,16/Jun/20 11:02,,
Bug,SPARK-28763,13251329,Flaky Tests: SparkThriftServerProtocolVersionsSuite.HIVE_CLI_SERVICE_PROTOCOL_V1 get binary type,,dongjoon,Major,Resolved,Fixed,16/Aug/19 20:35,22/Jan/20 22:02,,
Bug,HIVE-22124,13251316,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions with limit,rameshkumar,rameshkumar,Major,Resolved,Fixed,16/Aug/19 18:45,21/Aug/19 17:56,,
Bug,FLINK-13752,13251279,TaskDeploymentDescriptor cannot be recycled by GC due to referenced by an anonymous function,gaoyunhaii,gaoyunhaii,Critical,Resolved,Fixed,16/Aug/19 16:08,19/Aug/19 23:10,,
Bug,IGNITE-12081,13251272,Page replacement can reload invalid page during checkpoint,DmitriyGovorukhin,DmitriyGovorukhin,Critical,Resolved,Fixed,16/Aug/19 15:12,28/Aug/19 12:05,,
Bug,HDFS-14741,13251223,RBF: RecoverLease should be return false when the file is open in multiple destination,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,16/Aug/19 11:11,22/Aug/19 03:57,,
Bug,HBASE-22867,13251217,The ForkJoinPool in CleanerChore will spawn thousands of threads in our cluster with thousands table,openinx,openinx,Critical,Resolved,Fixed,16/Aug/19 10:28,05/Sep/19 11:51,,
Bug,HIVE-22122,13251213,TxnHandler.getValidWriteIdsForTable optimization for compacted tables,dkuzmenko,pvary,Major,Resolved,Fixed,16/Aug/19 10:14,13/Jan/20 14:43,,
Bug,FLINK-13749,13251208,Make Flink client respect classloading policy,Paul Lin,Paul Lin,Minor,Closed,Fixed,16/Aug/19 10:04,29/Jan/20 14:25,,
Bug,SPARK-28757,13251193,File table location should include both values of option `path` and `paths`,Gengliang.Wang,Gengliang.Wang,Major,Resolved,Fixed,16/Aug/19 08:28,16/Aug/19 14:32,,
Bug,FLINK-13748,13251190,Streaming File Sink s3 end-to-end test failed on Travis,kkl0u,trohrmann,Blocker,Closed,Fixed,16/Aug/19 07:43,09/Oct/19 07:40,,
Bug,FLINK-13746,13251188,Elasticsearch (v2.3.5) sink end-to-end test fails on Travis,alfredlu,trohrmann,Critical,Resolved,Fixed,16/Aug/19 07:41,24/Sep/19 12:44,,
Bug,KAFKA-8807,13251161,Flaky Test GlobalThreadShutDownOrderTest.shouldFinishGlobalStoreOperationOnShutDown,bbejeck,ableegoldman,Major,Resolved,Fixed,16/Aug/19 05:32,01/Oct/19 13:37,,
Bug,HIVE-22121,13251158,Turning on hive.tez.bucket.pruning produce wrong results,vgarg,vgarg,Major,Resolved,Fixed,16/Aug/19 04:28,25/Sep/19 20:40,,
Bug,FLINK-13742,13251155,Fix code generation when aggregation contains both distinct aggregate with and without filter,icshuo,jark,Major,Resolved,Fixed,16/Aug/19 03:49,27/Aug/19 04:17,,
Bug,HIVE-22120,13251140,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions,rameshkumar,rameshkumar,Major,Resolved,Fixed,16/Aug/19 02:15,19/Aug/19 19:48,,
Bug,HBASE-22866,13251137,Multiple slf4j-log4j provider versions included in binary package (branch-1),vjasani,apurtell,Minor,Resolved,Fixed,16/Aug/19 01:40,12/Sep/19 18:31,,
Bug,FLINK-13741,13251110,"""SHOW FUNCTIONS"" should include Flink built-in functions' names",phoenixjiangnan,phoenixjiangnan,Critical,Closed,Fixed,15/Aug/19 22:47,29/Sep/19 07:17,,
Bug,SPARK-28749,13251098,Fix PySpark tests not to require kafka-0-8 in branch-2.4,mattf,mattf,Minor,Resolved,Fixed,15/Aug/19 20:54,20/Aug/19 00:35,,
Bug,HBASE-22863,13251075,Avoid Jackson versions and dependencies with known CVEs,vjasani,vjasani,Major,Resolved,Fixed,15/Aug/19 18:09,22/Aug/19 04:36,,
Bug,FLINK-13740,13251071,TableAggregateITCase.testNonkeyedFlatAggregate failed on Travis,dwysakowicz,trohrmann,Critical,Closed,Fixed,15/Aug/19 17:54,17/Jan/20 12:25,,
Bug,HIVE-22116,13251040,MaterializedView refresh check might return incorrect result when Compaction is run,jcamachorodriguez,pvary,Minor,Resolved,Fixed,15/Aug/19 15:21,11/Oct/19 17:16,,
Bug,FLINK-13739,13251038,BinaryRowTest.testWriteString() fails in some environments,lzljs3620320,rmetzger,Major,Resolved,Fixed,15/Aug/19 15:12,27/Aug/19 04:17,,
Bug,FLINK-13738,13251036,NegativeArraySizeException in LongHybridHashTable,lzljs3620320,rmetzger,Major,Resolved,Fixed,15/Aug/19 15:05,27/Aug/19 04:16,,
Bug,HBASE-22861,13251034,[WAL] Merged region should get its WAL according to WALProvider.,reidchan,reidchan,Major,Resolved,Fixed,15/Aug/19 14:56,22/Aug/19 10:19,,
Bug,FLINK-13737,13251018,flink-dist should add provided dependency on flink-examples-table,dwysakowicz,dwysakowicz,Major,Closed,Fixed,15/Aug/19 13:27,27/Aug/19 04:14,,
Bug,IGNITE-12076,13251016,Optimistic transaction initiated from client node and parallel cache stop may lead to node hang on the final phase of PME.,slava.koptilin,slava.koptilin,Major,Resolved,Fixed,15/Aug/19 13:19,30/Aug/19 17:28,,
Bug,HDFS-14739,13250999,RBF: LS command for mount point shows wrong owner and permission information.,LiJinglun,xuzq_zander,Major,Resolved,Fixed,15/Aug/19 11:13,16/Oct/19 14:26,,
Bug,ZOOKEEPER-3510,13250969,Frequent 'zkServer.sh stop' failures when running C test suite,,ztzg,Minor,Closed,Fixed,15/Aug/19 08:18,16/Oct/19 18:59,,
Bug,HBASE-22860,13250955,Master's webui returns NPE/HTTP 500 under maintenance mode,daisuke.kobayashi,daisuke.kobayashi,Major,Resolved,Fixed,15/Aug/19 07:08,17/Aug/19 00:37,,
Bug,GROOVY-9226,13250953,Calling super.toString() with @TypeChecked or @CompileStatic will throw java.lang.StackOverflowError,daniel_sun,youzhichao,Major,Closed,Fixed,15/Aug/19 07:05,24/Nov/19 02:45,,
Bug,FLINK-13733,13250952,FlinkKafkaInternalProducerITCase.testHappyPath fails on Travis,becket_qin,trohrmann,Critical,Resolved,Fixed,15/Aug/19 06:46,11/Nov/20 06:00,,
Bug,HBASE-22857,13250930,Fix the failed ut TestHRegion and TestHRegionWithInMemoryFlush,zghao,zghao,Major,Resolved,Fixed,15/Aug/19 02:32,28/Aug/19 18:47,,
Bug,HBASE-22856,13250926,HBASE-Find-Flaky-Tests fails with pip error,zhangduo,zhangduo,Major,Resolved,Fixed,15/Aug/19 02:09,26/Aug/19 06:07,,
Bug,FLINK-13728,13250878,Fix wrong closing tag order in sidenav,NicoK,NicoK,Major,Closed,Fixed,14/Aug/19 21:30,14/Nov/19 15:58,,
Bug,KAFKA-8804,13250860,Internal Connect REST endpoints are insecure,ChrisEgerton,ChrisEgerton,Major,Resolved,Fixed,14/Aug/19 19:25,02/Oct/19 22:07,,
Bug,HIVE-22114,13250853,insert query for partitioned insert only table failing when all buckets are empty,vgarg,asreekumar,Major,Resolved,Fixed,14/Aug/19 18:54,15/Aug/19 03:20,,
Bug,HIVE-22113,13250846,Prevent LLAP shutdown on AMReporter related RuntimeException,odraese,odraese,Major,Resolved,Fixed,14/Aug/19 18:34,16/Aug/19 01:40,,
Bug,HDFS-14730,13250843,Remove unused configuration dfs.web.authentication.filter ,zhangchen,zhangchen,Major,Resolved,Fixed,14/Aug/19 18:20,29/Oct/19 02:41,,
Bug,CASSANDRA-15279,13250837,Remove overly conservative check breaking VirtualTable unit test,cnlwsu,cnlwsu,Normal,Resolved,Fixed,14/Aug/19 17:40,15/May/20 08:02,,
Bug,KAFKA-8803,13250832,Stream will not start due to TimeoutException: Timeout expired after 60000milliseconds while awaiting InitProducerId,guozhang,rocketraman,Major,Resolved,Fixed,14/Aug/19 17:23,29/Jan/21 15:16,,
Bug,KAFKA-8802,13250830,ConcurrentSkipListMap shows performance regression in cache and in-memory store,ableegoldman,ableegoldman,Major,Resolved,Fixed,14/Aug/19 17:10,20/Aug/19 19:04,,
Bug,HBASE-22852,13250796,hbase nightlies leaking gpg-agents,shahrs87,aw,Minor,Resolved,Fixed,14/Aug/19 13:28,27/Aug/19 06:48,,
Bug,ZEPPELIN-4301,13250750,JS double precision loss problem,curlsli,curlsli,Major,Closed,Fixed,14/Aug/19 10:32,24/Dec/20 03:15,,
Bug,FLINK-13711,13250748,Hive array values not properly displayed in SQL CLI,lirui,lirui,Major,Closed,Fixed,14/Aug/19 10:11,21/Aug/19 20:43,,
Bug,KAFKA-8801,13250743,electLeaderForPartitions redundancy for some success elect partitions,,lushilin,Major,Resolved,Fixed,14/Aug/19 09:29,19/Aug/19 09:56,,
Bug,HIVE-22110,13250718,Initialize ReplChangeManager before starting actual dump,ashutosh.bapat,ashutosh.bapat,Major,Resolved,Fixed,14/Aug/19 07:36,08/Jun/20 00:25,,
Bug,FLINK-13708,13250714,Transformations should be cleared because a table environment could execute multiple job,godfreyhe,godfreyhe,Critical,Resolved,Fixed,14/Aug/19 07:01,24/Jan/20 01:11,,
Bug,HIVE-22109,13250699,Hive.renamePartition expects catalog name to be set instead of using default,ngangam,ngangam,Major,Resolved,Fixed,14/Aug/19 05:19,15/Aug/19 01:03,,
Bug,IGNITE-12068,13250667,puzzling select result,Pavlukhin,JerryKwan,Blocker,Resolved,Fixed,14/Aug/19 00:29,28/Aug/19 12:04,,
Bug,HIVE-22107,13250653,Correlated subquery producing wrong schema,vgarg,vgarg,Major,Resolved,Fixed,13/Aug/19 22:31,15/Oct/19 03:05,,
Bug,IGNITE-12067,13250642,SQL: metrics of executions of user queries,Pavlukhin,pkouznet,Major,Resolved,Fixed,13/Aug/19 20:37,14/Feb/20 12:41,,
Bug,HIVE-22105,13250639,Update ORC to 1.5.6.,omalley,omalley,Major,Closed,Fixed,13/Aug/19 20:12,15/Oct/19 03:08,,
Bug,FLINK-13705,13250628,Broken links in Hive documentation,sjwiesman,trohrmann,Critical,Closed,Fixed,13/Aug/19 18:36,14/Aug/19 21:29,,
Bug,MAPREDUCE-7230,13250578,TestHSWebApp.testLogsViewSingle fails,prabhujoseph,prabhujoseph,Major,Resolved,Fixed,13/Aug/19 15:27,23/Oct/19 16:15,,
Bug,FLINK-13704,13250541,TPC-H end-to-end test (Blink planner) fails on Travis,lzljs3620320,trohrmann,Critical,Resolved,Fixed,13/Aug/19 12:53,15/Aug/19 02:10,,
Bug,FLINK-13702,13250499,BaseMapSerializerTest.testDuplicate fails on Travis,dwysakowicz,trohrmann,Critical,Closed,Fixed,13/Aug/19 10:09,09/May/20 01:45,,
Bug,SPARK-28709,13250487,Memory leaks after stopping of StreamingContext,choojoyq,choojoyq,Minor,Resolved,Fixed,13/Aug/19 09:50,15/Sep/19 09:16,,
Bug,IGNITE-12062,13250469,IntMap throws NullPointerException when map is creating,mstepachev,mstepachev,Major,Resolved,Fixed,13/Aug/19 08:41,02/Sep/19 16:18,,
Bug,SPARK-28706,13250423,Allow upcast from null type to any types,jiangxb1987,jiangxb1987,Minor,Resolved,Fixed,13/Aug/19 05:34,13/Aug/19 12:42,,
Bug,FLINK-13699,13250410,Fix TableFactory doesn't work with DDL when containing TIMESTAMP/DATE/TIME types,jark,jark,Critical,Resolved,Fixed,13/Aug/19 03:34,20/Aug/19 01:34,,
Bug,HBASE-22840,13250395,Fix backport of HBASE-21325,ankit@apache.org,ankit@apache.org,Major,Resolved,Fixed,13/Aug/19 01:35,13/Aug/19 18:03,,
Bug,KAFKA-8791,13250393,RocksDBTimestampedStore should open in regular mode for new stores,mjsax,mjsax,Major,Resolved,Fixed,13/Aug/19 00:56,14/Aug/19 01:46,,
Bug,MESOS-9935,13250372,The agent crashes after the disk du isolator supporting rootfs checks.,jamespeach,gilbert,Blocker,Resolved,Fixed,12/Aug/19 21:23,14/Aug/19 05:58,,
Bug,HDFS-14726,13250362,Fix JN incompatibility issue in branch-2 due to backport of HDFS-10519,vagarychen,vagarychen,Blocker,Resolved,Fixed,12/Aug/19 20:36,30/Aug/19 22:57,,
Bug,HBASE-22838,13250355,assembly:single failure: user id or group id 'xxxxx' is too big,vjasani,vjasani,Major,Resolved,Fixed,12/Aug/19 20:01,15/Aug/19 08:12,,
Bug,HBASE-22837,13250345,"Move ""Custom WAL Directory"" section from ""Bulk Loading"" to ""Write Ahead Log (WAL)"" chapter",wchevreuil,wchevreuil,Minor,Resolved,Fixed,12/Aug/19 18:42,15/Aug/19 08:12,,
Bug,MESOS-9934,13250344,Master does not handle returning unreachable agents as draining/deactivated,kaysoky,kaysoky,Critical,Resolved,Fixed,12/Aug/19 18:11,13/Aug/19 23:29,,
Bug,HDFS-14724,13250325,Fix JDK7 compatibility in branch-2,vagarychen,weichiu,Blocker,Resolved,Fixed,12/Aug/19 16:42,02/Oct/19 17:15,,
Bug,SPARK-28699,13250283,Cache an indeterminate RDD could lead to incorrect result while stage rerun,XuanYuan,XuanYuan,Blocker,Resolved,Fixed,12/Aug/19 13:16,16/Nov/19 14:48,,
Bug,IGNITE-12061,13250279,Silently fail while try to recreate already existing index with differ inline_size.,zstan,zstan,Major,Resolved,Fixed,12/Aug/19 12:53,13/Apr/20 23:30,,
Bug,IGNITE-12060,13250259,"Incorrect row size calculation, lead to tree corruption",DmitriyGovorukhin,DmitriyGovorukhin,Critical,Resolved,Fixed,12/Aug/19 11:46,28/Aug/19 12:05,,
Bug,CAMEL-13861,13250252,Camel Olingo: incorrect result in consumer ,,phantomjinx,Major,Resolved,Fixed,12/Aug/19 11:00,13/Aug/19 04:25,,
Bug,IGNITE-12059,13250248,DiskPageCompressionConfigValidationTest.testIncorrectStaticCacheConfiguration fails,EdShangGG,EdShangGG,Major,Resolved,Fixed,12/Aug/19 10:49,15/Aug/19 21:10,,
Bug,HDFS-14722,13250243,RBF: GetMountPointStatus should return mountTable information when getFileInfoAll throw IOException,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,12/Aug/19 10:26,24/Aug/19 06:52,,
Bug,FLINK-13693,13250234,Identifiers are not properly handled in some DDLs,,lirui,Major,Closed,Fixed,12/Aug/19 09:44,29/Apr/21 09:11,,
Bug,HDFS-14721,13250226,RBF: ProxyOpComplete is not accurate in FederationRPCPerformanceMonitor,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,12/Aug/19 09:24,29/Aug/19 14:50,,
Bug,HIVE-22099,13250223,Several date related UDFs can't handle Julian dates properly since HIVE-20007,szita,szita,Major,Resolved,Fixed,12/Aug/19 09:21,07/Sep/19 07:12,,
Bug,HBASE-22835,13250202,Scan/Get with setColumn and the store with ROWCOL bloom filter could throw AssertionError (backport of  HBASE-19863),,jeongmin.kim,Major,Resolved,Fixed,12/Aug/19 07:37,23/Aug/19 10:53,,
Bug,FLINK-13689,13250201,Rest High Level Client for Elasticsearch6.x connector leaks threads if no connection could be established,melmoth,rishi55,Major,Closed,Fixed,12/Aug/19 07:24,07/Aug/20 06:47,,
Bug,CASSANDRA-15273,13250196,cassandra does not start with new systemd version,mck,Aleksandr Yatskin,Urgent,Resolved,Fixed,12/Aug/19 07:04,15/May/20 08:54,,
Bug,HDFS-14720,13250189,DataNode shouldn't report block as bad block if the block length is Long.MAX_VALUE.,hemanthboyina,surendralilhore,Major,Resolved,Fixed,12/Aug/19 06:30,09/Nov/19 17:15,,
Bug,HDFS-14719,13250185,Correct the safemode threshold value in BlockManagerSafeMode,hemanthboyina,surendralilhore,Major,Resolved,Fixed,12/Aug/19 05:45,15/Aug/19 07:10,,
Bug,FLINK-13688,13250173,HiveCatalogUseBlinkITCase.testBlinkUdf constantly failed with 1.9.0-rc2,lzljs3620320,ykt836,Major,Closed,Fixed,12/Aug/19 03:21,23/Mar/20 07:01,,
Bug,CAMEL-13854,13250144,camel-microprofile-config: service file point to the wrong class,lb,lb,Major,Resolved,Fixed,11/Aug/19 21:04,12/Aug/19 11:40,,
Bug,KAFKA-8788,13250088,Optimize client metadata handling with a large number of partitions,ijuma,ijuma,Critical,Resolved,Fixed,11/Aug/19 06:39,15/Aug/19 02:49,,
Bug,IGNITE-12057,13250056,Persistence files are stored to temp dir,akalashnikov,DmitriyGovorukhin,Critical,Resolved,Fixed,10/Aug/19 16:08,09/Nov/20 19:09,,
Bug,KAFKA-8786,13250038,Deprecated Gradle features making it incompatible with Gradle 6.0.,,aljoshare,Trivial,Resolved,Fixed,10/Aug/19 13:37,09/Jan/20 15:22,,
Bug,KAFKA-8784,13250000,Remove default implementation of RocksDBConfigSetter#close,wcarlson,ableegoldman,Blocker,Resolved,Fixed,10/Aug/19 02:32,29/Mar/21 21:27,,
Bug,KAFKA-8782,13249988,ReplicationQuotaManagerTest and ClientQuotaManagerTest should close Metrics object,ijuma,apovzner,Major,Resolved,Fixed,09/Aug/19 23:25,11/Aug/19 23:26,,
Bug,CASSANDRA-15271,13249941,"CASSANDRA-13426 changed the behavior of ""CLUSTERING ORDER"" on ""CREATE TABLE""",e.dimitrova,jjordan,Normal,Resolved,Fixed,09/Aug/19 17:06,21/Dec/20 08:07,,
Bug,SPARK-28679,13249920,Spark Yarn ResourceRequestHelper shouldn't lookup setResourceInformation is no resources specified,abellina,tgraves,Minor,Resolved,Fixed,09/Aug/19 15:17,17/May/20 18:13,,
Bug,SPARK-28677,13249858,"""Select All"" checkbox in StagePage doesn't work properly",sarutak,sarutak,Major,Resolved,Fixed,09/Aug/19 09:59,10/Aug/19 21:55,,
Bug,CAMEL-13847,13249852,camel-webhook - Should be lenient properties,davsclaus,davsclaus,Major,Resolved,Fixed,09/Aug/19 09:30,09/Aug/19 09:44,,
Bug,HIVE-22093,13249842,JdbcStorageHandler query mysql with wrong offset,sevenseablue,sevenseablue,Major,Resolved,Fixed,09/Aug/19 08:30,14/Aug/19 03:56,,
Bug,FLINK-13663,13249834,SQL Client end-to-end test for modern Kafka failed on Travis,1u0,trohrmann,Critical,Closed,Fixed,09/Aug/19 07:11,16/Sep/20 02:42,,
Bug,FLINK-13662,13249833,FlinkKinesisProducerTest.testBackpressure failed on Travis,chesnay,trohrmann,Critical,Closed,Fixed,09/Aug/19 07:05,24/Dec/19 07:29,,
Bug,HIVE-22092,13249815,Fetch is failing with IllegalArgumentException: No ValidTxnList when refetch is done,maheshk114,maheshk114,Major,Resolved,Fixed,09/Aug/19 05:22,14/Aug/19 04:45,,
Bug,SPARK-28671,13249812,[UDF] dropping permanent function when a temporary function with the same name already exists giving wrong msg on dropping it again,pavithraramachandran,abhishek.akg,Minor,Resolved,Fixed,09/Aug/19 04:57,16/Aug/19 13:55,,
Bug,KAFKA-8774,13249790,Connect REST API exposes plaintext secrets in tasks endpoint if config value contains additional characters,wicknicks,odiachenko,Critical,Resolved,Fixed,09/Aug/19 01:24,13/Aug/19 15:02,,
Bug,GROOVY-9215,13249729,Incorrect compile time access error is raised when using @CompileStatic and/or @TypeChecked,daniel_sun,cinterloper,Major,Closed,Fixed,08/Aug/19 18:55,24/Nov/19 02:44,,
Bug,MESOS-9930,13249718,DRF sorter may omit clients in sorting after removing an inactive leaf node.,mzhu,mzhu,Minor,Resolved,Fixed,08/Aug/19 18:10,14/Aug/19 03:45,,
Bug,SPARK-28662,13249665,Create Hive Partitioned Table without  specifying data type for  partition columns will success unexpectedly,lidinghao,lidinghao,Minor,Resolved,Fixed,08/Aug/19 13:38,20/Aug/19 06:42,,
Bug,FLINK-13655,13249652,Caused by: java.io.IOException: Thread 'SortMerger spilling thread' terminated due to an exception,,tokielee,Minor,Resolved,Fixed,08/Aug/19 12:43,09/Aug/19 07:36,,
Bug,FLINK-13654,13249647,Wrong word used in comments in the class <KeyedStream>,Eric Lee,Eric Lee,Minor,Closed,Fixed,08/Aug/19 12:27,06/Nov/19 11:30,,
Bug,FLINK-13653,13249644,ResultStore should avoid using RowTypeInfo when creating a result,lirui,lirui,Major,Closed,Fixed,08/Aug/19 11:27,11/Sep/19 18:35,,
Bug,SPARK-28657,13249620,Fix currentContext Instance failed sometimes,hongdongdong,hongdongdong,Minor,Resolved,Fixed,08/Aug/19 09:40,09/Sep/19 23:45,,
Bug,IGNITE-12050,13249601,MVCC test suites resurrection,Pavlukhin,Pavlukhin,Major,Resolved,Fixed,08/Aug/19 08:43,09/Aug/19 08:33,,
Bug,FLINK-13645,13249561,Error in code-gen when using blink planner in scala shell,zjffdu,zjffdu,Blocker,Resolved,Fixed,08/Aug/19 03:43,09/Aug/19 09:19,,
Bug,SPARK-28651,13249529,Streaming file source doesn't change the schema to nullable automatically,zsxwing,tom.magdanski,Major,Resolved,Fixed,07/Aug/19 21:13,30/Oct/19 16:34,,
Bug,SPARK-28647,13249506,Recover additional metric feature and remove additional-metrics.js,sarutak,sarutak,Major,Resolved,Fixed,07/Aug/19 18:24,19/Aug/19 02:56,,
